class_gt,class_pred,smiles
1.7.7,10.4.2,CCOCC.CN(C)C=O.O=C(C[N+]12CCC(CC1)[C@@H](O)C2)Nc1ccon1.O=C(O)C(O)(c1ccccc1Cl)c1ccccc1Cl.O=C(n1ccnc1)n1ccnc1.[Br-]>>O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1Cl)c1ccccc1Cl)C2)Nc1ccon1.[Br-]
1.7.4,9.1.6,CO.Cc1cnc(CO)c[n+]1[O-].O=S(Cl)Cl.[Na].c1ccccc1>>COCc1c[n+]([O-])c(C)cn1
1.7.4,1.7.6,CC(=O)O.CO.CSC1=CC(O)(CCCCOc2ccccc2)C(=C/C=C\C(O)CCCO)C1=O.O=C([O-])O.[Na+]>>COC1(CCCCOc2ccccc2)C=C(SC)C(=O)C1=C/C=C\C(O)CCCO
6.2.3,1.7.6,CC(C)(C)OC(=O)[C@H](CCCN(CCNC(=O)OCc1ccccc1)CCNC(=O)OCc1ccccc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.CCOC(C)=O.CCOCC.Cl>>CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)[C@@H](CCCN(CCNC(=O)OCc1ccccc1)CCNC(=O)OCc1ccccc1)C(=O)O
1.3.8,1.2.4,CCOC(=O)c1cn([C@@H](C)CNC)c2c(F)c(C3(NC(=O)OCc4ccccc4)CC3)c(F)cc2c1=O.CCOC(C)=O.CN(C)C=O.Cl.O.O=C([O-])[O-].[K+].[K+]>>CCOC(=O)c1cn2c3c(c(C4(NC(=O)OCc5ccccc5)CC4)c(F)cc3c1=O)N(C)C[C@@H]2C
1.3.8,10.4.2,CCOCC.COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1F.Cc1ccccc1N>>COC(=O)c1cc([N+](=O)[O-])c(N)c(F)c1Nc1ccccc1C
10.1.2,1.3.7,O.Oc1cncc(Br)c1.[Na+].[Na+].[O-]Cl.[OH-]>>Oc1cc(Br)cnc1Cl
1.6.8,1.6.2,BrCc1ccccc1.CCOC(=O)c1sc(N2CCNC2=O)nc1C.ICCc1ccccc1>>CCOC(=O)c1sc(N2CCN(CCc3ccccc3)C2=O)nc1C
10.4.2,1.6.8,CI.CN(C)C=O.COC(=O)C(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)OC.O=S(=O)([O-])O.[H-].[Na+].[Na+]>>COC(=O)C(C)(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)C(=O)OC
10.1.5,10.1.1,ClC(Cl)(Cl)Cl.O=C1CCC(=O)N1Br.O=C1OCc2c(Cl)cccc21.O=C1OCc2cc(Br)ccc21>>O=C1OC(Br)c2c(Cl)cccc21
10.4.2,1.6.8,CC#N.CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2[nH]1.COS(=O)(=O)c1ccc(C)cc1.O.O=C([O-])[O-].[K+].[K+]>>CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2n1C
2.1.7,1.2.4,CC(=O)Nc1cccc(-c2ccccn2)c1.CN(C)c1ncc(-c2cccc(N)c2)cn1>>CC(=O)Nc1cccc(-c2cnc(N(C)C)nc2)c1
1.7.4,2.6.3,CO.Cc1cc(C(O)=S)ccc1-c1ccccc1.O=S(=O)(O)O>>COC(=S)c1ccc(-c2ccccc2)c(C)c1
1.3.8,1.3.6,C1COCCN1.CC(C)(C)OC(=O)NCCOc1cc(F)ccc1C(=O)Nc1ccc(F)cc1C(=O)Nc1ccc(Cl)cn1.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)OC(=O)NCCOc1cc(N2CCOCC2)ccc1C(=O)Nc1ccc(F)cc1C(=O)Nc1ccc(Cl)cn1
10.1.1,10.1.5,Cc1nn(C(=O)OC(C)(C)C)c2ccccc12.ClC(Cl)(Cl)Cl.NC(=O)CCC(=O)NBr.O=C(OOC(=O)c1ccccc1)c1ccccc1>>CC(C)(C)OC(=O)n1nc(CBr)c2ccccc21
3.3.1,1.8.5,C#CC(C)(C)O.CC(=O)N(C)C.CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccccc3)c(Cl)c2)cc1)C(F)(F)F.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[K+].[K+].[Pd].[Pd]>>CC(C)(O)C#Cc1cc(-c2ccc(C(C)(O)C(F)(F)F)cc2)ccc1S(=O)(=O)c1ccccc1
10.4.2,2.6.3,CCCO.CCOC(=O)C(C)Oc1ccc(N(C)c2cc3ccc(Cl)cc3c(Cl)n2)cc1.O=S(=O)(O)O>>CCCOC(=O)C(C)Oc1ccc(N(C)c2cc3ccc(Cl)cc3c(Cl)n2)cc1
10.4.2,1.2.5,CCC(=O)OC(=O)CC.Cc1nc(N)nc2c1C(=O)CC(c1ccc(F)cc1)C2.O=C1CC(=O)CC(c2ccc(F)cc2)C1>>CCc1nc(N)nc2c1C(=O)CC(c1ccc(F)cc1)C2
10.4.2,10.1.2,CCOC(=O)COc1cc(C)ccc1C.CCOC(=O)COc1ccc(S(=O)(=O)Cl)cc1C>>CCOC(=O)COc1cc(C)c(S(=O)(=O)Cl)cc1C
2.6.1,10.4.2,C1CCOC1.CC(O)c1cc2c(cc1[N+](=O)[O-])OCO2.CCCCCC.CCOCC.O=C(Cl)Cl>>CC(OC(=O)Cl)c1cc2c(cc1[N+](=O)[O-])OCO2
1.8.5,1.6.2,C1CCNCC1.CC(C)c1cc(Cl)ccc1S.ClCCl.O=C1OC(c2ccccc2)(c2ccccc2)CC(O)=C1Br>>CC(C)c1cc(Cl)ccc1SC1=C(O)CC(c2ccccc2)(c2ccccc2)OC1=O
1.7.6,8.1.5,CC1(C)C(C=C(Cl)Cl)C1C(=O)O.CC1(C)CC(=O)OC1C=C(Cl)Cl.COC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl.COC(=O)CC(C)(C)C(Cl)CC(Cl)(Cl)Cl.Cl>>COC(=O)C1C(C=C(Cl)Cl)C1(C)C
6.3.1,6.2.2,CO.Cl.O=C(Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)OCc1ccccc1.[K+].[OH-]>>O=C(O)Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1
10.4.2,10.1.2,COc1ccc(C(C)=O)c(NC(=O)c2nc(C(C)C)cs2)c1C.COc1ccc2c(O)cc(-c3nc(C(C)C)cs3)nc2c1>>COc1ccc2c(O)cc(-c3nc(C(C)C)cs3)nc2c1C
1.3.8,10.4.2,CCOC(=O)c1c(N)sc2ccccc12.CS(C)=O.O=[N+]([O-])c1c(F)cc(F)cc1F>>CCOC(=O)c1c(Nc2cc(F)cc(F)c2[N+](=O)[O-])sc2ccccc12
10.4.2,1.2.4,C=O.CC(=O)O.CCn1c2ccccc2c2cc(C(N)=O)c(N)nc21.CO.[BH3-]C#N.[Na+]>>CCn1c2ccccc2c2cc(C(N)=O)c(NC)nc21
6.3.1,6.2.1,CCO.O.O=C(Cc1ccccc1OCc1ccccc1)OCc1ccccc1.[Na+].[OH-]>>O=C(O)Cc1ccccc1OCc1ccccc1
5.1.1,6.1.1,CCCCCCC.ClCCl.N[C@H]1CC[C@H](O)CC1.O.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](O)CC1
10.4.2,1.7.4,CI.COCCOC.COc1cc2c(c(Cl)c1Cl)C(=O)C(C)C2C.[H-].[Na+]>>COc1cc2c(c(Cl)c1Cl)C(=O)C(C)(C)C2C
10.1.2,1.2.1,Cc1nn(C)c(Cl)c1C=O.Clc1ccccc1Cl.O=C([O-])[O-].[Cl].[Hg].[Na+].[Na+]>>Cc1nn(C)c(Cl)c1C(=O)Cl
1.7.6,10.4.2,C1CCOC1.CCCCCCC.CCOC(C)=O.COS(=O)(=O)OC.C[C@@H](C(=O)O)N(C(=O)OC(C)(C)C)c1cc(F)cc(F)c1.O=C([O-])[O-].[K+].[K+]>>COC(=O)[C@H](C)N(C(=O)OC(C)(C)C)c1cc(F)cc(F)c1
2.6.3,1.7.7,C=CC(=O)O.CCCCO.COC.O=S(=O)(O)O.Oc1ccc(O)cc1>>C=CC(=O)OCCCC
10.4.2,1.6.8,CC(C)I.CCOc1cccc2cc[nH]c12>>CC(C)Oc1cccc2cc[nH]c12
2.1.7,7.3.1,CC1(C)Oc2cc(N)c(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O.CC1(C)Oc2cc(N)c([N+](=O)[O-])cc2[C@@H](N2CCCC2=O)[C@@H]1O>>CC(=O)Nc1cc2c(cc1[N+](=O)[O-])[C@@H](N1CCCC1=O)[C@H](O)C(C)(C)O2
10.4.2,6.2.1,C1CCOC1.C=C(CC(C)C)C(C)CO.C=C(CC(C)C)C(CC)C(=O)OCC.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>C=C(CC(C)C)C(CC)CO
1.2.5,1.8.5,CC1CCc2occc2C1=O.NC1CCCc2occc21>>CC1CCc2occc2C1N
3.1.6,1.8.5,C1CCOC1.C=CB(OCCCC)OCCCC.CNC(=O)c1ccc(-c2cc(Cl)c([N+](=O)[O-])cc2C)cc1.O.O=C([O-])[O-].[Na+].[Na+]>>C=Cc1cc(-c2ccc(C(=O)NC)cc2)c(C)cc1[N+](=O)[O-]
1.6.8,10.4.2,C1CCOC1.CC(C)NC(C)C.CI.Nc1cccnc1Cl.[Li]>>CNc1cccnc1Cl
10.1.2,9.1.6,C1COCCO1.CN(C)C=O.O=S(Cl)Cl.O=S1(=O)N=Cc2ccccc21>>O=S1(=O)N=C(Cl)c2ccccc21
1.7.6,2.1.2,CCN=C=NCCCN(C)C.CN(C)C=O.CN(c1cccc2cc(C3=NCC(C(=O)O)S3)[nH]c12)S(=O)(=O)c1cccs1.CO.Cl.O=C(O)CC(O)(CC(=O)O)C(=O)O.On1nnc2ccccc21>>COC(=O)C1CN=C(c2cc3cccc(N(C)S(=O)(=O)c4cccs4)c3[nH]2)S1
6.3.7,6.2.2,CCCCCCCCCCCCC(C)C1(C(=S)OC)CO1.CCO.CC[O-].O.[Na+]>>CCCCCCCCCCCCC(C)C1(C(O)=S)CO1
10.4.2,2.1.2,C1N2CN3CN1CN(C2)C3.CC(=O)O.CC(C)(C)c1cc(O)c(CN)c(C(C)(C)C)c1.Cl.Cl.O.O>>CNCc1c(O)cc(C(C)(C)C)cc1C(C)(C)C
10.4.2,1.6.8,CCOC(C)=O.CI.CN(C)C=O.COc1ccc(CC(=O)c2cnc(C)cn2)c(Cl)c1.[H-].[Na+]>>COc1ccc(C(C)C(=O)c2cnc(C)cn2)c(Cl)c1
10.1.2,1.2.1,Fc1ccc2cnccc2c1.O=Cc1ccc(F)c(Cl)c1>>Fc1cc2ccncc2cc1Cl
1.2.5,9.3.1,CCCCCC.ClCCl.O=C(Cl)C(=O)Cl.O=C(O)c1c[nH]c2ccccc12>>O=C(O)c1c[nH]c2ccccc12.[Cl-]
3.1.1,3.1.5,Brc1cccnc1.C1CCOC1.CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC1(C)OB(c2cc([N+](=O)[O-])ccc2F)OC1(C)C.O.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[F-].[K+].[Na+].[OH-].[Pd].[Pd]>>O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=[N+]([O-])c1ccc(F)c(-c2cccnc2)c1
7.2.1,10.4.2,B.COS(=O)(=O)OC.C[C@H]1CN(Cc2ccccc2)C[C@@H]1C(=O)NC1CC1.Cc1ccccc1.O=C([O-])[O-].[Na+].[Na+]>>C[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC1CC1
8.1.5,2.6.3,CC(C)=O.CCOC(=O)CN1C(=O)C(C)(C)[C@@H](O)C[C@H]1c1cc(F)cc(F)c1.O.O=S(=O)(O)O>>CCOC(=O)CN1C(=O)C(C)(C)C(=O)C[C@H]1c1cc(F)cc(F)c1
9.3.1,6.2.2,CO.O=C(O)C(F)(F)F.O=c1c2ccccc2oc2ccc(O[C@H]3CN4CCC3CC4)cc12>>O=C(O)C(F)(F)F.O=c1c2ccccc2oc2ccc(O[C@H]3CN4CCC3CC4)cc12
3.1.1,3.1.5,CC(=O)[O-].CC(=O)[O-].CO.C[C@@H](N)c1ccc(Br)cc1.O.OB(O)c1ccccc1OC(F)(F)F.[Pd+2]>>C[C@@H](N)c1ccc(-c2ccccc2OC(F)(F)F)cc1
10.4.2,1.6.8,Cc1c[nH]c2ccccc12.Cc1cc2cccc(C)c2[nH]1>>Cc1cccc2cc(C)n(C)c12
1.2.4,6.1.1,CC(C)(C)OC(=O)N1CCCC(c2c[nH]c3ncccc23)C1.CCN(CC)CC.CN1CCCC(c2cc3cccnc3[nH]2)C1.CO.c1cnc2[nH]c(CC3CCNC3)cc2c1>>CN1CCC(Cc2cc3cccnc3[nH]2)C1
1.7.4,2.6.3,CO.Cc1ccc2c(c1)cc(C(O)=S)n2S(=O)(=O)c1ccccc1.O=S(=O)(O)O>>COC(=S)c1cc2cc(C)ccc2n1S(=O)(=O)c1ccccc1
1.3.8,1.3.7,CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(F)c(OC(F)F)c1F.CCOCC.Cl.[H-].[Na+]>>CCOC(=O)c1cn(C2CC2)c2c(OC(F)F)c(F)c(F)cc2c1=O
10.1.1,10.1.5,CC(C)(C#N)N=NC(C)(C)C#N.Cc1ccc(-c2nc(-c3c(F)cccc3Cl)nn2C)cc1Cl.ClC(Cl)(Cl)Cl.O=C(O)CCC(O)=NBr>>Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(CBr)c(Cl)c1
10.4.2,1.6.2,C=CCBr.C=CCSc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>CC=CCSc1nc2c(=O)[nH]c(N)nc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
10.1.1,10.1.5,CCOC1=CC(=O)CC1.ClC(Cl)(Cl)Cl.O=C1CCC(=O)N1Br>>CCOC1=C(Br)C(=O)CC1
10.1.1,10.1.5,COC(=O)c1c(C)cccc1Cl.ClC(Cl)(Cl)Cl.NC(=O)CCC(=O)NBr.O=C(OOC(=O)c1ccccc1)c1ccccc1>>COC(=O)c1c(Cl)cccc1CBr
10.1.2,6.2.2,COC(=O)c1nc(-c2ccc(Cl)c(Cl)c2)c(Br)nc1C(F)(F)F.O=C(N[C@@H]1CCCC[C@H]1O)c1nc(-c2cccc(Cl)c2)c(OCC(F)(F)F)nc1C(F)(F)F>>O=C(N[C@@H]1CCCC[C@H]1O)c1nc(-c2ccc(Cl)c(Cl)c2)c(OCC(F)(F)F)nc1C(F)(F)F
1.2.4,10.4.2,COS(=O)(=O)OC.N#CC(C#N)=C1Nc2ccccc2O1.O.[Na+].[OH-]>>CN1C(=C(C#N)C#N)Oc2ccccc21
1.2.5,1.3.7,CC(C)=O.CC(C)Nc1ccc(Cl)nc1.CCOc1ccc(N)cn1>>CCOc1ccc(NC(C)C)cn1
10.4.2,1.7.4,CC(=O)O.CC(C)(C)[O-].CN(C)C=O.Cl.O.O=C(O)C(F)(F)F.O=C([O-])[O-].O=c1occc2c([N+](=O)[O-])cccc12.[K+].[K+].[K+]>>Cc1ccc2c(=O)occc2c1[N+](=O)[O-]
10.4.2,1.2.4,CI.CN(C)C=O.COC(=O)C(SC)c1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1.[Cl-].[H-].[NH4+].[Na+]>>COC(=O)C(C)(SC)c1ccc(N2C(=O)c3ccccc3C2=O)c(Cl)c1
3.1.1,3.1.5,CC#N.COc1ccc(B(O)O)cc1OC.Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])[O-].Oc1ccc(-c2c[nH]c3ncc(Br)cc23)cn1.[Na+].[Na+]>>COc1ccc(-c2cnc3[nH]cc(-c4ccc(O)nc4)c3c2)cc1OC
6.1.5,1.2.4,CO.Cl.N#N.O=C1C2CCC(C(=O)N1Cc1ccccc1)N2Cc1ccccc1>>Cl.O=C1C2CCC(N2)C(=O)N1Cc1ccccc1
3.1.1,3.1.5,C=CB1OC(C)(C)C(C)(C)O1.CC#N.CC(=O)[O-].CC(=O)[O-].CC(C)NC(C)C.Cc1oncc1-c1ccc(CC(=O)N[C@H](C)c2ccc(Br)cn2)cc1.O.[Pd+2]>>C=Cc1ccc([C@@H](C)NC(=O)Cc2ccc(-c3cnoc3C)cc2)nc1
1.6.8,1.2.4,CI.CN(C)C=O.NC(c1ccccc1)C1CCN1C(c1ccccc1)c1ccccc1.[H-].[Na+]>>CNC(c1ccccc1)C1CCN1C(c1ccccc1)c1ccccc1
5.1.1,6.1.1,Br.C1CCOC1.COc1ccc2c(c1)CC(N)C2.NC1Cc2ccc(O)cc2C1.O=C([O-])[O-].[Cl-].[K+].[K+].[NH4+]>>CC(C)(C)OC(=O)NC1Cc2ccc(O)cc2C1
10.4.2,1.2.5,CCCCCOC(=O)CCN.CCCCOC(=O)CCNCC(O)COc1ccccc1C#N.Cl.N#Cc1ccccc1OCC1CO1.[Na+].[OH-]>>CCCCCOC(=O)CCNCC(O)COc1ccccc1C#N
1.7.6,1.7.7,CN(C)C=O.CN(C)c1ccncc1.CO.COc1cc(C(=O)C(=O)O)cc([N+](=O)[O-])c1O>>COC(=O)C(=O)c1cc(OC)c(O)c([N+](=O)[O-])c1
10.4.2,10.1.2,CC(=O)Nc1nc(C)c(S(=O)(=O)Cl)s1.CNS(=O)(=O)c1cnc(NC(=O)N(C2CCCCC2)[C@@H]2CC[C@@H](C)CC2)s1.O=S(=O)(Cl)Cl>>CNS(=O)(=O)c1sc(NC(=O)N(C2CCCCC2)[C@@H]2CC[C@@H](C)CC2)nc1C
8.2.1,5.1.1,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCN(CC)CC.CSc1ccc(Cl)cc1CN.Cl.Cl>>CS(=O)c1ccc(Cl)cc1CN.Cl
2.1.7,1.6.8,CCCCCC.CCI.CCOC(C)=O.CCn1c(N)c(C#N)c2ccc([N+](=O)[O-])cc21.CS(C)=O.N#Cc1c(N)[nH]c2cc([N+](=O)[O-])ccc12.[H-].[Na+]>>CCn1c(NC(C)=O)c(C#N)c2ccc([N+](=O)[O-])cc21
1.2.4,10.4.2,Br.C1CCOC1.CI.[Li]CCCC.c1ccc2c(c1)NCCCS2>>CN1CCCSc2ccccc21
10.1.2,10.1.1,CC(=O)O.ClCCl.Clc1ccccc1-c1cc[nH]n1.[Cl]>>Clc1ccccc1-c1n[nH]cc1Cl
1.6.8,10.4.2,C1CCOC1.CC(C)[N-]C(C)C.CCI.CCOC(=O)C1=C(C)NC2=C(C(=O)OC2)C1c1ccccc1Cl.[Li+]>>CCOC(=O)C1=C(C)N(CC)C2=C(C(=O)OC2)C1c1ccccc1Cl
8.1.4,1.2.1,C=O.CCCCCCCCCCCCCCCCCC(O)(CO)CO>>CCCCCCCCCCCCCCCCCC(O)(C=O)CO
1.7.6,1.7.4,CO.CSCC[C@@](F)(C(=O)O)N(F)F>>COC(=O)[C@](F)(CCSC)N(F)F
3.1.1,3.1.5,CC#N.COc1ccc(B(O)O)cc1OC.Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])[O-].Oc1ccc(-c2c[nH]c3ncc(Br)cc23)cn1.[Na+].[Na+]>>COc1ccc(-c2cnc3[nH]cc(-c4ccc(O)nc4)c3c2)cc1OC
1.7.6,10.4.2,C1CCOC1.CC(C)(C)OC(=O)N[C@@H](Cc1cc(F)cc(F)c1)C(=O)O.COS(=O)(=O)OC.O.O=C([O-])O.[Li+].[Na+].[OH-]>>COC(=O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)OC(C)(C)C
10.1.2,3.1.5,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23.OB(O)c1ccccc1Cl.[Br-]>>O=C1NCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23
1.6.8,1.7.4,CC#N.CI.O.O=C([O-])[O-].O=S1(=O)NCNc2cccnc21.[K+].[K+]>>CN1CNc2cccnc2S1(=O)=O
7.9.2,6.2.1,C1CCOC1.CC(C)(C(=O)O)c1ccc(N2C(=O)N(Cc3ccnc(Nc4cccnc4)c3)C(C)(C)C2=O)cc1.CCOC(C)=O.CO.Cl.O.[Na+].[OH-]>>CC(C)(CO)c1ccc(N2C(=O)N(Cc3ccnc(Nc4cccnc4)c3)C(C)(C)C2=O)cc1
6.1.5,2.1.1,CC(Cl)OC(=O)Cl.ClCCl.O=C1C2CN(Cc3ccccc3)CC2C(=O)N1Cc1ccccc1>>O=C1C2CNCC2C(=O)N1Cc1ccccc1
5.1.1,6.1.1,CO.O.O=C([O-])O.[Cl-].[NH3+]CC(=O)c1ccccc1.[Na+]>>CC(C)(C)OC(=O)NCC(=O)c1ccccc1
1.3.8,1.3.7,C1CCOC1.CC1CNCC(C)C1.Fc1nc(F)c(Cl)c(F)n1>>CC1CC(C)CN(c2nc(F)nc(F)c2Cl)C1
5.1.1,6.1.1,CCCCCCC.ClCCl.N[C@H]1CC[C@H](O)CC1.O.O=C([O-])[O-].[K+].[K+]>>CC(C)(C)OC(=O)N[C@@H]1CC[C@@H](O)CC1
6.1.3,6.1.1,C1COCCO1.CC(C)(C)OC(=O)N[C@H](CCCN(CCN1CCCC1)C(=O)OCc1ccccc1)Cc1ccccc1.Cl.ClCCl.O=C(Nc1ccc(-c2ccccc2)cc1)N[C@H](CCCN(CCN1CCCC1)C(=O)OCc1ccccc1)Cc1ccccc1>>O=C(Nc1ccc(-c2ccccc2)cc1)N[C@H](CCCNCCN1CCCC1)Cc1ccccc1
8.1.5,1.2.5,CC1OC(C)C(O)C1O.O.[Ag].[Na+].[OH-]>>CC1OC(C)C(O)C1=O
1.2.4,10.4.2,C1CCOC1.C=O.ClC(Cl)Cl.Cn1c(-c2ccccc2Cl)nnc1C(C)(C)Nc1ccccc1.O=S(=O)(O)O.[BH4-].[Cl-].[Na+].[Na+].[Na+].[OH-]>>CN(c1ccccc1)C(C)(C)c1nnc(-c2ccccc2Cl)n1C
1.2.4,10.4.2,CC#CCn1c(NC[C@H](C)NC(=O)OC(C)(C)C)nc2cnn(Cc3ccccc3C#N)c(=O)c21.CC(C)(C)[O-].CI.CS(C)=O.O.[K+]>>CC#CCn1c(N(C)C[C@H](C)NC(=O)OC(C)(C)C)nc2cnn(Cc3ccccc3C#N)c(=O)c21
3.1.1,3.1.5,CC#N.COCCNc1ccc(C(=O)c2cc(Br)cnc2N)cn1.COc1ccc(B(O)O)cc1OC.Cl[Pd-2](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])[O-].[Na+].[Na+]>>COCCNc1ccc(C(=O)c2cc(-c3ccc(OC)c(OC)c3)cnc2N)cn1
1.3.6,7.2.1,C1CCOC1.CCC(CC)c1cc(C)nn2c(-c3nc(Br)oc3Br)c(C)nc12.CNC.O=C([O-])[O-].[Cs+].[Cs+]>>CCC(CC)c1cc(C)nn2c(-c3nc(N(C)C)oc3Br)c(C)nc12
10.1.2,2.1.1,O=Cc1cc(F)c(F)c(Cl)c1F.[Cl-].[Cl].[K+]>>O=C(Cl)c1cc(F)c(F)c(Cl)c1F
2.1.7,1.7.9,CC(=O)Nc1ccc(O)cc1.CC(C)(Oc1ccc(N)cc1)C(=O)O.CC(C)=O.CO.ClC(Cl)Cl.[Na+].[OH-]>>CC(=O)Nc1ccc(OC(C)(C)C(=O)O)cc1
10.1.1,10.4.2,CCOC(C)=O.CN(C)C=O.COc1ccc2nc(C)ccc2c1.O=CC(Br)(Br)Br.c1ccncc1>>COc1ccc2nc(CBr)ccc2c1
5.1.1,6.1.1,Br.C1COCCO1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCCBr.O.[Na+].[OH-]>>CC(C)(C)OC(=O)NCCBr.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C
9.1.6,1.6.4,Cl.Nc1ccccc1C(=O)CCCO.O>>Cl.Nc1ccccc1C(=O)CCCCl
10.4.2,1.2.4,CI.CN(C)C=O.COC(=O)C(SC)c1cccc(Oc2ccccc2)c1.[Cl-].[H-].[NH4+].[Na+]>>COC(=O)C(C)(SC)c1cccc(Oc2ccccc2)c1
10.4.2,7.3.1,CC#N.N[C@H]1Cc2ccccc2[C@H]1Cc1ccc(Cl)c(Cl)c1.O.O=C(O)C(F)(F)F>>CN[C@H]1Cc2ccccc2[C@H]1Cc1ccc(Cl)c(Cl)c1
1.8.5,1.7.9,CCOC(=O)c1ccc(F)c(Cl)c1N(CC)S(C)(=O)=O.CN(C)C=O.CS.O.O=C([O-])[O-].[K+].[K+]>>CCOC(=O)c1ccc(SC)c(Cl)c1N(CC)S(C)(=O)=O
10.4.2,6.2.2,CCOC(=Cc1ccc(OCc2ccccc2)cc1)C(=O)OC.CCOC(=O)C(OCC)C(O)c1ccc(OCc2ccccc2)cc1>>CCOC(=O)C(=Cc1ccc(OCc2ccccc2)cc1)OCC
2.6.1,1.7.4,CCOC(=O)Cl.CN(C)C=O.CN1CCc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1.COCCOC.[H-].[Na+]>>CCOC(=O)Oc1cc2c(cc1Cl)CCN(C)C[C@H]2c1ccccc1.Cl
10.4.2,1.3.8,CC1CNCCN1.O=c1c2c[nH]c3ccc(N4CCNCC4)nc3c-2nn1-c1ccccc1>>CC1CN(c2ccc3[nH]cc4c(=O)n(-c5ccccc5)nc-4c3n2)CCN1
7.9.2,10.4.2,B.C1CCOC1.CSC.C[C@@]1(C(=O)O)CCC(=O)O1.O>>C[C@@]1(CO)CCC(=O)O1
1.3.8,1.3.7,CN(C)C=O.Cc1c(F)c([N+](=O)[O-])c(Cl)c(F)c1N1CCN(C)CC1.NC1CC1.[F-].[K+]>>Cc1c(NC2CC2)c([N+](=O)[O-])c(Cl)c(F)c1N1CCN(C)CC1
1.7.6,6.2.2,CO.O=C(c1ccccc1)c1ccc2c(c1)C(C(=O)O)CC2.[Na+].[OH-]>>COC(=O)C1CCc2ccc(C(=O)c3ccccc3)cc21
1.7.4,10.4.2,CCOC(C)=O.CN1CCCCC(CO)(c2cccc(Oc3cc(Cn4ccnc4)ccc3C#N)c2)C1=O.Cc1cc(C)nc(C)c1.Cl.[I-].[Li+]>>COCC1(c2cccc(Oc3cc(Cn4ccnc4)ccc3C#N)c2)CCCCN(C)C1=O.Cl
2.6.1,9.3.1,C1CCOC1.O=C(Cl)C(Cl)c1ccccc1Cl.O[C@@H](CN1CCCC1)c1ccccc1>>O=C(O[C@@H](CN1CCCC1)c1ccccc1)C(Cl)c1ccccc1Cl
10.4.2,1.2.4,CI.CN(C)C=O.ClCCl.O.O=C1Cc2ccccc2-c2ccccc2N1.[H-].[Na+]>>CC1C(=O)Nc2ccccc2-c2ccccc21
10.4.2,1.2.4,CI.CN(C)C=O.COC(=O)C(SC)c1ccc(N2Cc3ccccc3C2=O)cc1.[Cl-].[NH4+].[Na+].[OH-]>>COC(=O)C(C)(SC)c1ccc(N2Cc3ccccc3C2=O)cc1
