,yield,reactant_smiles,solvent_smiles,base_smiles,product_smiles,id,temperature,metal_amount,amine_amount,halide_amount,base_amount,ligand_amount,reaction_volume,solvent_1,solvent_2,amine_molecular_weight,amine_molecular_volume,amine_surface_area,amine_ovality,amine_hardness,amine_dipole_moment,amine_electronegativity,amine_E_HOMO,amine_E_LOMO,amine_.N1_electrostatic_charge,amine_.N1_NMR_shift,amine_.C1_electrostatic_charge,amine_.C1_NMR_shift,halide_molecular_weight,halide_molecular_volume,halide_surface_area,halide_ovality,halide_hardness,halide_dipole_moment,halide_electronegativity,halide_E_HOMO,halide_E_LOMO,halide_V0_frequency,halide_V0_intensity,halide_V1_frequency,halide_V1_intensity,halide_V2_frequency,halide_V2_intensity,halide_.C1_electrostatic_charge,halide_.C1_NMR_shift,halide_.C2_electrostatic_charge,halide_.C2_NMR_shift,ligand_molecular_weight,ligand_hardness,ligand_dipole_moment,ligand_electronegativity,ligand_E_HOMO,ligand_E_LOMO,ligand_.P1_electrostatic_charge,ligand_.P1_NMR_shift
573,0.0,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)OC(=O)N1C=CC2=C1C(=CC=C2)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC3=C2N(C=C3)C(=O)OC(C)(C)C,746,100.0,0.00017,0.00169,0.00169,0.00253,0.00034,0.006,2.38,-0.36,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,-0.95976,165.5519,0.34148,33.9403,296.16,335.55961,603.40558,0.56158,0.20258,3.4827,0.0957,-0.29828,0.10688,1826.5107,203.1567,756.1513,6.5206,760.3114,6.4497,-0.01247,110.6465,-0.11468,113.0258,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
574,0.0,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)OC(=O)N1C=CC2=C1C(=CC=C2)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N1CCN(CC1)C2=CC=CC3=C2N(C=C3)C(=O)OC(C)(C)C,747,95.0,3e-05,0.00034,0.00034,0.00051,7e-05,0.003,2.25,0.73,186.25,242.71504,445.29718,0.51432,0.28237,2.4097,0.07371,-0.35608,0.20867,-0.95976,165.5519,0.34148,33.9403,296.16,335.55961,603.40558,0.56158,0.20258,3.4827,0.0957,-0.29828,0.10688,1826.5107,203.1567,756.1513,6.5206,760.3114,6.4497,-0.01247,110.6465,-0.11468,113.0258,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
575,0.0,C1=COC(=N1)N.C1=CC=NC(=C1)Cl.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],C1=CC=NC(=C1)NC2=NC=CO2,748,100.0,2e-05,0.0012,0.001,0.0014,3e-05,0.004,2.25,0.73,84.08,118.13517,198.36444,0.37028,0.2429,1.8899,0.08051,-0.32342,0.16239,-1.10147,176.5624,1.11143,142.4775,113.54,89.00199,250.25583,0.5642,0.22993,3.5196,0.12909,-0.35902,0.10084,311.7564,0.5144,420.1752,9.1732,738.7772,39.1941,0.70434,143.9116,-0.45637,109.3559,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
576,0.0,C1=COC(=N1)N.C1=CC=NC(=C1)Cl.CC(C)(C)P(C1=CC2=CC=CC=C2N1C3=CC=CC=C3)C(C)(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],C1=CC=NC(=C1)NC2=NC=CO2,749,90.0,5e-05,0.002,0.001,0.0001,0.0002,0.002,2.25,0.73,84.08,118.13517,198.36444,0.37028,0.2429,1.8899,0.08051,-0.32342,0.16239,-1.10147,176.5624,1.11143,142.4775,113.54,89.00199,250.25583,0.5642,0.22993,3.5196,0.12909,-0.35902,0.10084,311.7564,0.5144,420.1752,9.1732,738.7772,39.1941,0.70434,143.9116,-0.45637,109.3559,337.4,0.08349,1.1009,0.1017,-0.18519,-0.01821,0.37118,298.5101
577,0.0,C1=COC(=N1)N.C1=CC=NC(=C1)Cl.CC(C)C1=CC(=C(C(=C1)C(C)C)C2=C(C=CC(=C2P(C3CCCCC3)C4CCCCC4)OC)OC)C(C)C,C1COCCO1,C(=O)([O-])[O-].[K+].[K+],C1=CC=NC(=C1)NC2=NC=CO2,750,90.0,5e-05,0.002,0.001,0.0001,0.0002,0.002,2.25,0.73,84.08,118.13517,198.36444,0.37028,0.2429,1.8899,0.08051,-0.32342,0.16239,-1.10147,176.5624,1.11143,142.4775,113.54,89.00199,250.25583,0.5642,0.22993,3.5196,0.12909,-0.35902,0.10084,311.7564,0.5144,420.1752,9.1732,738.7772,39.1941,0.70434,143.9116,-0.45637,109.3559,536.8,0.08199,3.8884,0.09537,-0.17736,-0.01338,0.43398,311.7915
578,83.63,C1COCCN1.C1=CNC2=NC=C(C=C21)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1COCCO1,CC(C)(C)[O-].[Na+],C1COCCN1C2=CN=C3C(=C2)C=CN3,752,90.0,0.00502,0.1,0.0502,0.1,0.00251,0.2,2.25,0.73,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,197.03,177.66025,357.60504,0.50854,0.20207,3.4391,0.10809,-0.31016,0.09398,1342.9629,36.0954,195.2406,0.3911,321.0022,4.9066,-0.15087,115.6711,0.38725,126.0553,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
579,64.63,C1COCCN1.C1=CNC2=NC=C(C=C21)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1COCCO1,CC(C)(C)[O-].[Na+],C1COCCN1C2=CN=C3C(=C2)C=CN3,754,90.0,0.00259,0.0518,0.0259,0.0518,0.00129,0.1,2.25,0.73,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,197.03,177.66025,357.60504,0.50854,0.20207,3.4391,0.10809,-0.31016,0.09398,1342.9629,36.0954,195.2406,0.3911,321.0022,4.9066,-0.15087,115.6711,0.38725,126.0553,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
580,90.87,C1COCCN1.C1=CNC2=NC=C(C=C21)Br.CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,C1COCCO1,CC(C)(C)[O-].[Na+],C1COCCN1C2=CN=C3C(=C2)C=CN3,755,90.0,0.00251,0.1,0.0502,0.1,0.00502,0.2,2.25,0.73,87.12,107.93092,204.48776,0.4054,0.29452,1.5461,0.07351,-0.36804,0.22101,-0.93646,164.1205,0.2525,33.5824,197.03,177.66025,357.60504,0.50854,0.20207,3.4391,0.10809,-0.31016,0.09398,1342.9629,36.0954,195.2406,0.3911,321.0022,4.9066,-0.15087,115.6711,0.38725,126.0553,466.6,0.0883,1.5756,0.09304,-0.18134,-0.00474,0.40377,317.0653
581,54.2,CC(C)(C)[Si](C)(C)OCCN.C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)F.CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)[Si](C)(C)OCCNC1=CC(=C(C=C1)OCC2=CC=CC=C2)F,756,120.0,0.00178,0.0178,0.0178,0.00178,0.00178,0.1,2.38,-0.36,175.34,275.36367,405.17172,0.43021,0.28358,0.8685,0.09166,-0.37525,0.19192,-1.17539,146.6165,0.43502,33.0723,281.12,285.22252,571.33447,0.59258,0.22062,2.0276,0.1084,-0.32902,0.11222,1021.5887,32.2867,1014.6529,48.7278,1029.0343,58.8733,0.08035,115.3825,-0.09491,111.8737,476.7,0.08791,1.327,0.10312,-0.19104,-0.01521,0.40745,312.877
582,44.07,CC(C)(C)[Si](C)(C)OCCN.C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)F.CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)[Si](C)(C)OCCNC1=CC(=C(C=C1)OCC2=CC=CC=C2)F,757,120.0,0.00019,0.00189,0.00189,0.00019,0.00019,0.015,2.38,-0.36,175.34,275.36367,405.17172,0.43021,0.28358,0.8685,0.09166,-0.37525,0.19192,-1.17539,146.6165,0.43502,33.0723,281.12,285.22252,571.33447,0.59258,0.22062,2.0276,0.1084,-0.32902,0.11222,1021.5887,32.2867,1014.6529,48.7278,1029.0343,58.8733,0.08035,115.3825,-0.09491,111.8737,476.7,0.08791,1.327,0.10312,-0.19104,-0.01521,0.40745,312.877
583,0.0,CNC1=CC=C(C=C1)F.COC(=O)C1=CC(=NC=C1)Br.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C1=CC=C(C=C1)F)C2=NC=CC(=C2)C(=O)OC,759,105.0,0.00012,0.00278,0.00231,0.00324,0.00035,0.016,2.38,-0.36,125.14,137.87446,311.55804,0.52465,0.20725,3.4131,0.07519,-0.28244,0.13206,-0.75618,177.4256,0.17123,15.8465,216.03,193.46064,385.47342,0.5179,0.20509,2.7835,0.15413,-0.35922,0.05096,1811.3398,193.9556,769.7313,22.7991,734.5963,6.8242,0.59786,146.1606,-0.31132,112.0515,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
584,0.0,CNC1=CC=C(C=C1)F.COC(=O)C1=CC(=NC=C1)Br.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C1=CC=C(C=C1)F)C2=NC=CC(=C2)C(=O)OC,763,85.0,2e-05,0.00056,0.00046,0.00065,7e-05,0.003,2.38,-0.36,125.14,137.87446,311.55804,0.52465,0.20725,3.4131,0.07519,-0.28244,0.13206,-0.75618,177.4256,0.17123,15.8465,216.03,193.46064,385.47342,0.5179,0.20509,2.7835,0.15413,-0.35922,0.05096,1811.3398,193.9556,769.7313,22.7991,734.5963,6.8242,0.59786,146.1606,-0.31132,112.0515,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
585,43.23,COC1=NC(=NC=C1Br)N.C1=CC(=CC(=C1)I)C(F)(F)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],COC1=NC(=NC=C1Br)NC2=CC=CC(=C2)C(F)(F)F,764,90.0,5e-05,0.00099,0.00119,0.00119,5e-05,0.005,2.38,-0.36,204.02,202.49585,344.1871,0.44857,0.21557,3.3696,0.10597,-0.32154,0.1096,-1.21565,201.3926,1.33582,141.4203,272.01,194.52009,384.9411,0.51531,0.21362,2.3433,0.13031,-0.34393,0.08331,604.3326,2.0493,808.7777,10.0946,1317.6838,16.2029,0.03424,136.726,-0.03509,144.1184,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
586,15.7,CN1C(=CC=N1)N.CC1=CN=C(N=C1C2=CN3C[C@H](N(C(=O)C3=N2)CC4=CC(=C(C=C4)F)F)COC)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)CN(C1=CC(=C(N=C1)C(=O)[C@H]2C[C@@H]2C(=O)O)OC)C3=C(C=CC(=C3)C(F)(F)F)F,765,110.0,0.0003,0.00099,0.00119,0.009,0.0003,0.0,2.38,-0.36,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,433.8,533.26636,1028.15198,0.70266,0.1974,4.9336,0.13026,-0.32766,0.06714,1759.9265,241.9923,773.458,11.1456,656.6426,13.3692,1.03854,151.5814,-0.19373,111.891,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
587,29.09,CC(C)CNC1=C(C=CC(=C1)C(F)(F)F)F.CCOC(=O)C1CC1C(=O)C2=C(C=C(C=N2)Br)OC.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)CN(C1=CC(=C(N=C1)C(=O)[C@H]2C[C@@H]2C(=O)O)OC)C3=C(C=CC(=C3)C(F)(F)F)F,766,110.0,0.0003,0.006,0.006,0.0003,0.0003,0.03,2.38,-0.36,235.22,247.84291,538.30737,0.61314,0.2076,3.2398,0.10494,-0.31255,0.10266,-0.81594,183.3445,0.37128,121.1579,328.16,310.39356,661.48578,0.64848,0.20008,3.3523,0.14606,-0.34614,0.05402,606.5856,3.8349,1577.1707,77.9989,1622.9742,110.1456,-0.0202,127.7934,0.2344,123.006,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
588,55.03,CN1C(=CC=N1)N.CC1=CN=C(N=C1C2=CN3C[C@H](N(C(=O)C3=N2)CC4=CC(=C(C=C4)F)F)COC)Cl.CN(C)C1=CC=CC=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,CC1CCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=CN=C(N=C1C2=CN3C[C@H](N(C(=O)C3=N2)CC4=CC(=C(C=C4)F)F)COC)NC5=CC=NN5C,767,80.0,0.0002,0.00761,0.00507,0.0101,0.00041,1.3,6.97,1.34,97.12,123.7994,235.83527,0.42669,0.24457,4.0018,0.04738,-0.29195,0.19719,-1.2078,162.6351,0.69993,124.078,433.8,533.26636,1028.15198,0.70266,0.1974,4.9336,0.13026,-0.32766,0.06714,1759.9265,241.9923,773.458,11.1456,656.6426,13.3692,1.03854,151.5814,0.64247,140.9908,393.5,0.08724,0.8236,0.09982,-0.18706,-0.01258,0.4118,322.2633
589,0.0,C(CN)C(=O)N.C1=CC(=CC=C1C(=O)O)Br.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],C1CCOC1,[Li+].C[Si](C)(C)[N-][Si](C)(C)C,C1=CC(=CC=C1C(=O)O)NCCC(=O)N,769,50.0,5e-05,0.00062,0.0005,0.00119,5e-05,0.001,7.58,1.28,124.57,168.273,236.8513,0.34923,0.15659,2.6073,-0.00426,-0.15233,0.16084,-1.25717,224.4749,-0.19514,-10.9511,201.02,244.29924,355.27209,0.40857,0.20965,1.3617,0.14312,-0.35277,0.06653,1822.1693,318.7116,774.469,55.2056,660.3376,23.0253,0.10317,130.9256,-0.12002,115.1999,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
590,65.27,C1COCCN1C2=CN=C(C=C2)N.C1=CN2C=C(C=C(C2=N1)Br)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],C1COCCN1C2=CN=C(C=C2)NC3=CC(=CN4C3=NC=C4)Cl,770,105.0,0.00034,0.00269,0.00224,0.0056,0.00045,0.012,2.38,-0.36,179.22,247.5822,446.45285,0.50888,0.20248,2.2671,0.08294,-0.28542,0.11955,-1.15995,192.2164,0.98686,134.6089,231.48,227.43939,396.08044,0.47774,0.18993,6.32,0.11928,-0.30921,0.07065,752.3163,45.5321,322.7449,3.6246,123.3405,2.1039,-0.11293,114.8208,-0.11699,110.284,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
591,0.0,C1C[C@H](C(=O)NC1)N.C1=CC(=C(N=C1)Br)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],C1C[C@H](C(=O)NC1)NC2=C(C=CC=N2)Cl,771,115.0,1e-05,0.00104,0.00104,0.00181,2e-05,0.002,2.38,-0.36,114.15,156.10262,270.98914,0.42008,0.27548,3.8003,0.10758,-0.38306,0.16791,-1.15792,150.3247,0.41458,40.8842,192.44,134.5284,293.26126,0.50199,0.22329,3.3062,0.13493,-0.35823,0.08836,166.407,0.4988,386.6949,4.6127,1030.4702,70.6067,-0.16347,127.6397,0.57483,141.8521,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
592,61.13,C1=CC(=C(C(=C1)F)CN)F.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)NC2=NC=CC(=C2)NCC3=C(C=CC=C3F)F,772,100.0,4e-05,0.00054,0.00049,0.00098,6e-05,0.002,37.8,2.44,143.13,160.55795,338.70969,0.51529,0.23553,1.3057,0.1185,-0.35403,0.11703,-1.1416,148.0783,0.7663,24.7644,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,0.48594,137.412,-0.56403,99.6115,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
593,21.04,C1=CC(=C(C(=C1)F)CN)F.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],COCCOC,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)NC2=NC=CC(=C2)NCC3=C(C=CC=C3F)F,773,150.0,4e-05,0.00064,0.00049,0.00098,6e-05,0.002,7.2,0.45,143.13,160.55795,338.70969,0.51529,0.23553,1.3057,0.1185,-0.35403,0.11703,-1.1416,148.0783,0.7663,24.7644,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,0.48594,137.412,-0.56403,99.6115,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
594,27.89,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC.CN1C[C@@H](OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3.C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,COCCOC,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=CN(C=N1)C2=C(C=C(C=C2)NC3=NC4=C(CN(C[C@@H](O4)C5=CC=CC=C5)C)C=C3)OC,774,100.0,7e-05,0.00089,0.00074,0.00222,7e-05,0.01,7.2,0.45,203.24,220.44836,519.09308,0.63928,0.21004,4.845,0.08345,-0.29348,0.12659,-1.10086,185.8508,0.64308,128.8924,274.74,351.54434,672.65137,0.6069,0.21709,4.5743,0.11154,-0.32863,0.10555,1055.325,128.9238,866.0732,10.3074,897.6161,16.0839,0.60865,139.8662,-0.42495,105.8196,350.5,0.08518,1.0986,0.10218,-0.18736,-0.017,0.40051,315.5936
595,33.8,CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3)OC(=CC2=O)N4CCOCC4.C1=C(C=C(C=C1F)Br)F.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CN(C)C(=O)C1=CC2=C(C(=C1)C3CCCN3C4=CC(=CC(=C4)F)F)OC(=CC2=O)N5CCOCC5,775,80.0,0.0,7e-05,7e-05,0.0001,0.0,0.0005,2.25,0.73,371.4,422.51411,933.07794,0.74474,0.2052,5.4065,0.12299,-0.32818,0.08221,-0.8519,184.5797,0.29107,35.5409,192.99,154.07008,315.20963,0.49291,0.231,0.2391,0.13398,-0.36497,0.09702,841.8622,86.2622,188.3076,0.1594,155.7669,0.1056,0.22322,124.6624,-0.39867,101.0251,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
596,0.0,CN1CCNCC1.CC1=C(C=C(C=C1)C2=NC=CN2)NC(=O)C3=CC=C(C=C3)OCC4=C(C=CC=N4)Br.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC(=O)N(C)C,C(=O)([O-])[O-].[Cs+].[Cs+],CC1=C(C=C(C=C1)C2=NC=CN2)NC(=O)C3=CC=C(C=C3)OCC4=C(C=CC=N4)N5CCN(CC5)C,776,100.0,2e-05,0.00032,0.00011,0.00022,4e-05,0.005,37.8,2.44,100.16,131.52275,241.95859,0.42046,0.28332,0.4655,0.05962,-0.34295,0.2237,-0.90993,165.6052,0.25996,33.8531,463.3,451.8532,1057.06885,0.80678,0.18638,4.3166,0.09593,-0.28231,0.09045,1764.561,428.2626,777.9177,50.5183,705.9757,2.7465,-0.22616,123.3376,0.24959,123.6229,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
597,37.41,CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)N.C1CCN2C(=C(C=N2)C3=CC(=NC=C3F)Cl)C1.CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C)(C)OC(=O)N[C@@H]1CCC[C@@H](C1)C(=O)NC2=NC=C(C(=C2)C3=C4CCCCN4N=C3)F,777,120.0,8e-05,0.00095,0.0008,0.00238,0.00016,0.005,2.25,0.73,242.31,441.30687,583.30316,0.45225,0.28514,1.4744,0.09798,-0.38312,0.18716,-1.22746,224.0407,1.11352,157.4509,251.69,238.16506,592.01111,0.69246,0.20251,5.0298,0.12486,-0.32737,0.07765,622.1169,5.5853,348.0087,0.7243,381.0682,3.3637,0.64483,139.197,-0.46106,107.0443,578.6,0.0788,0.3464,0.10129,-0.18009,-0.02249,0.43995,226.1751
598,37.23,CC(C1=NC=C(C=N1)F)N.CN1C=C(N=C1)NC2=C3C=CN(C3=NC(=N2)Cl)C4CC4.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],CC(C1=NC=C(C=N1)F)NC2=NC(=C3C=CN(C3=N2)C4CC4)NC5=CN(C=N5)C,779,150.0,7e-05,0.00142,0.00071,0.00497,0.00011,0.00473,2.25,0.73,177.61,213.44238,374.0961,0.47074,0.13597,7.0951,0.05477,-0.19073,0.0812,-0.98468,265.6203,0.08939,52.3738,288.73,384.48024,691.75189,0.58796,0.19264,2.0928,0.08397,-0.27662,0.10867,675.7103,1.783,948.389,75.952,119.7223,1.054,1.00957,145.483,0.79805,122.1843,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
599,53.61,COC1=CC=CC(=C1)CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],COC1=CC=CC(=C1)CNC2=CC(=NC=C2)NC3=CC=CC=C3,780,100.0,6e-05,0.00054,0.00049,0.00098,6e-05,0.002,37.8,2.44,137.18,201.54932,349.75125,0.45725,0.22396,2.7337,0.0906,-0.31456,0.13337,-1.11587,167.3947,0.55841,36.7699,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,0.48594,137.412,-0.56403,99.6115,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
600,93.42,CC(C)(C)OC(=O)N1CCC[C@H](C1)N.C1=CC=NC(=C1)Cl.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8,CC1=CC=CC=C1,CC(C)(C)[O-].[Na+],CC(C)(C)OC(=O)N1CCC[C@H](C1)NC2=CC=CC=N2,781,110.0,2e-05,0.00605,0.00504,0.0101,4e-05,0.007,2.38,-0.36,200.28,281.55928,481.61652,0.50385,0.2859,2.3072,0.0737,-0.35959,0.2122,-1.2387,162.1849,0.53961,37.664,113.54,89.00199,250.25583,0.5642,0.22993,3.5196,0.12909,-0.35902,0.10084,311.7564,0.5144,420.1752,9.1732,738.7772,39.1941,0.70434,143.9116,-0.45637,109.3559,622.7,0.07101,1.2076,0.11505,-0.18606,-0.04403,0.36563,220.8744
601,29.48,C1=CN=CC=C1CN.C1=CC=C(C=C1)NC2=NC=CC(=C2)Cl.CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe],CC(=O)N(C)C,CC(C)(C)[O-].[Na+],C1=CC=C(C=C1)NC2=NC=CC(=C2)NCC3=CC=NC=C3,782,100.0,4e-05,0.00054,0.00049,0.00098,6e-05,0.002,37.8,2.44,108.14,146.93955,278.26813,0.44911,0.23375,3.6212,0.11048,-0.34422,0.12327,-1.04054,148.5495,0.36542,34.9752,204.65,263.18997,498.35199,0.54535,0.1989,1.3537,0.0928,-0.2917,0.10609,611.7987,8.2229,188.5715,1.1878,715.3739,39.4054,0.48594,137.412,-0.56403,99.6115,564.6,0.01593,4.4516,0.15169,-0.16762,-0.13576,0.47376,-583.915
